G,age,job,X1,X2,D
F,43.93870996909694,E,1.651,-0.169,Y
F,46.68175006683758,F,0.059,0.387,Y
M,25.32418050343892,E,0.796,3.032,Y
F,41.79091164258694,F,-1.559,-1.31,Y
F,48.74717872138945,E,-0.129,-0.211,N
M,30.756336237765847,E,0.509,-0.091,Y
F,43.043102971616946,F,1.714,0.168,Y
M,33.25287853980776,F,1.227,-0.407,N
F,42.783099028964656,E,-1.266,-0.521,Y
F,43.19131280780956,F,-1.223,-0.602,N
F,45.491311155176184,F,-0.467,1.576,N
M,33.3801687953965,E,1.874,-0.449,Y
F,45.04479978539413,F,-0.027,0.554,N
F,44.74134886214567,F,0.779,1.481,N
F,49.070324465682404,F,0.365,-0.459,N
M,32.837628923683454,E,0.804,1.571,Y
F,48.2683428666033,E,-1.727,0.226,Y
F,46.67972066797099,F,-2.161,0.754,Y
F,45.685593908623034,F,2.605,0.21,Y
M,31.17352687508439,E,1.421,0.114,N
M,27.703638067454627,E,1.111,1.234,N
F,42.83807508026403,F,-0.453,-0.2,N
M,28.639176852214476,F,1.241,1.26,Y
F,41.95678563805894,E,0.718,1.992,Y
M,29.294028895425104,F,1.825,-0.114,Y
M,21.119921135440066,E,1.835,0.161,N
M,29.58553311855344,F,-0.137,-1.097,Y
M,29.57181701231366,E,0.565,1.551,N
M,34.17402561535208,E,1.045,-0.428,Y
M,28.6173197328412,E,1.781,-0.744,N
M,31.2645969277187,E,0.734,-0.568,N
F,36.45754531230249,F,2.804,1.565,N
F,45.82831571694314,E,-1.203,-1.954,Y
F,45.47655622133797,E,0.475,0.112,Y
F,45.226263172568565,F,-1.025,-2.28,Y
F,47.62148503944176,F,0.044,-0.42,Y
M,33.92178835273735,E,0.969,0.307,N
M,26.664601903639618,F,0.329,-1.144,Y
M,29.956067263468356,E,0.354,-2.129,N
F,41.51333694271007,E,2.206,-1.438,N
F,40.72952697411049,F,1.816,-1.107,Y
M,34.64785243380549,F,0.649,0.763,N
M,28.711402657805287,E,0.93,0.805,Y
M,26.455925307684495,E,0.237,0.031,Y
M,30.31204991771179,E,1.553,0.501,N
M,31.026497801357348,F,-0.119,-0.76,Y
F,42.346129587631864,F,-2.014,-0.133,N
F,48.34641592208325,E,-0.249,1.946,N
F,45.70681497985542,E,-0.555,0.972,Y
M,28.293163629664914,E,0.668,-1.015,N
M,33.696315818470644,E,1.951,0.454,Y
M,30.63558360163323,E,1.753,1.922,Y
F,45.32857540458934,F,1.087,-0.944,Y
F,41.834793594029016,F,-1.708,-0.403,Y
M,27.233294004157457,E,2.029,0.543,Y
F,44.15087119160097,F,-2.061,0.23,Y
F,41.739636431552654,F,0.119,0.884,N
M,28.719331494358343,F,0.724,-0.42,N
F,35.13208819102851,E,0.717,0.226,N
F,44.02026162683325,F,-1.619,-0.474,N
F,46.87690206746297,F,-0.805,0.227,N
F,45.60183112937766,E,0.341,-1.005,Y
M,33.732802680021436,E,0.658,1.026,Y
F,43.90159614402716,F,0.284,0.004,N
M,32.577237096084616,E,1.73,-0.644,N
F,42.59284025745609,F,0.484,-1.56,Y
F,42.387029781516055,F,-0.33,2.268,N
F,47.18971758872243,F,0.889,-0.012,Y
F,40.773412106381855,E,-0.311,-1.936,N
M,27.504219603035775,F,0.308,-1.221,N
F,45.42482619936394,F,0.987,2.368,Y
M,32.50644132623715,E,1.215,-0.284,Y
M,29.58179061967597,E,0.131,-0.499,Y
F,43.64418236244947,E,1.245,0.099,N
F,43.84801046023814,E,-0.909,-0.286,Y
M,30.412316990711115,E,3.601,0.588,Y
F,44.55156195198389,F,-0.813,-0.207,N
M,24.96802040675507,F,1.08,-0.471,N
M,29.91270124369446,E,1.089,-0.029,Y
M,31.379152270492288,E,1.125,0.1,Y
M,33.192448474531986,F,0.697,0.575,N
F,44.76301376961034,E,-0.144,1.229,N
F,45.72277103722901,F,-1.228,0.76,N
F,44.42092188912544,E,-1.867,-0.383,N
F,44.854288199395086,F,1.12,0.27,Y
F,45.88067872521495,F,-0.759,1.931,N
M,24.283738754885157,E,-0.456,0.377,N
F,43.9725589132656,E,-0.342,-1.26,Y
M,27.763680939695274,F,0.531,-0.143,Y
M,26.417813664430014,F,1.249,0.212,N
M,29.77848455494534,F,0.969,-1.09,N
M,35.92223146431328,E,1.145,0.95,Y
F,42.143549345824326,F,-0.362,0.023,Y
M,28.624533814550777,F,0.529,0.061,N
F,46.29790421055712,F,0.895,0.177,N
M,31.997384829197085,E,1.298,-2.647,Y
F,48.18651488552314,F,-1.307,0.438,Y
M,27.226265560611104,E,1.366,1.071,Y
F,41.93827598392611,F,-0.259,-1.092,N
F,46.57366353474905,E,-1.55,0.231,Y
F,47.558605459671725,F,-0.742,-0.542,N
M,29.742417638872933,E,0.258,-0.681,Y
M,30.50216332816574,E,0.04,-0.073,N
F,46.612127893572804,E,0.809,-0.111,Y
F,46.86036060376239,F,1.161,-0.621,N
F,46.678831490914696,F,1.329,1.339,N
F,44.73137060982537,F,-0.181,0.317,Y
F,49.87851607422143,F,1.171,-0.013,Y
F,43.73704320025553,F,-2.187,-1.619,Y
F,42.874217823519686,F,-0.5,-0.121,Y
F,47.1495018483681,E,2.589,-1.218,N
F,46.03632109424309,F,0.056,2.392,Y
M,29.972837080833553,F,0.801,0.268,N
F,43.842085766193826,E,0.345,1.905,N
M,27.13110672643794,F,0.714,-0.109,N
M,28.537983212815448,E,0.879,-0.281,N
F,44.36020482727398,E,-0.101,-0.876,N
F,47.08696366530248,F,0.014,-0.122,Y
F,42.615682566355055,E,1.768,-0.837,Y
F,47.53603312360002,F,-1.955,1.356,Y
M,29.653242182006313,F,0.555,-0.534,N
F,45.059392930377406,E,0.579,-1.358,Y
M,29.06933136199332,F,0.478,-0.053,Y
M,33.494059249479015,E,0.59,-0.897,N
M,32.68818849095316,E,0.998,-0.194,Y
F,42.441579729576326,F,1.565,-0.116,Y
M,26.891415685311664,E,2.507,1.322,Y
F,44.198778936998266,E,0.377,-0.052,Y
M,34.94098398191801,E,0.788,-0.518,Y
M,27.45673639044096,F,0.664,0.724,N
M,30.31494333302057,F,1.682,-0.503,Y
M,26.741822761511308,E,1.623,-0.993,Y
F,48.393664304011565,F,1.254,0.503,N
M,31.621142592518993,E,-0.277,0.504,Y
F,43.77597262627732,E,-1.22,-0.178,N
F,41.68819609324832,F,-0.23,2.065,Y
F,45.973105669416796,F,-0.207,-2.381,Y
F,39.3977014560849,F,0.327,0.242,Y
M,29.461350921349474,E,-0.259,-1.158,N
F,43.79537005750524,F,0.924,-0.865,N
M,30.733680330697275,F,0.838,-1.248,N
F,41.781533628075124,F,-0.713,-1.425,Y
F,48.87254005367534,F,2.286,2.602,Y
F,42.96453579193464,E,-0.947,0.56,N
M,29.310193628637563,E,0.88,1.296,N
F,49.87642089890547,E,-0.259,0.779,N
F,41.14571620535332,F,-1.05,-1.048,N
M,31.869879600772247,F,0.484,-0.476,N
F,41.61787334330464,F,0.536,-0.293,Y
M,26.592949267651022,F,1.008,-1.291,N
M,31.40688167804158,F,0.671,-0.517,N
M,33.570073708920006,E,0.91,1.166,N
M,26.103388170712613,E,1.217,-3.077,N
F,41.84991254792131,F,-0.241,0.495,Y
M,30.396354440855763,E,-0.389,0.836,N
M,25.933978673243985,E,0.65,-0.454,N
M,32.5395555372845,E,0.77,0.652,Y
F,46.765551329912064,F,-1.128,-0.064,Y
M,27.85569065652683,F,0.859,0.185,Y
F,44.90748541321118,F,-0.033,0.456,Y
F,46.94693222152758,E,0.919,-0.76,Y
F,47.09894971995669,F,0.209,0.8,N
F,44.17995516369179,E,-1.722,-1.356,Y
M,30.49873176112594,E,1.165,1.401,Y
F,43.02192444952545,E,0.552,-1.284,Y
F,43.36646275519149,F,0.139,0.02,Y
F,49.248232594960186,E,0.806,-2.407,Y
M,29.565575867264297,F,0.556,1.002,N
M,32.70620221127937,E,1.376,-1.221,N
M,32.4347418772811,F,0.924,1.126,N
F,45.184399329252116,F,1.449,-0.1,Y
M,25.118544116148936,F,0.647,0.434,Y
M,34.10029367458177,F,0.415,0.563,N
M,31.84166272813109,E,1.007,-2.021,Y
F,44.0328649439813,E,-1.248,0.708,N
F,44.588650622871576,F,0.449,-1.313,Y
F,43.760626738215635,E,-0.015,-0.748,N
M,26.229779001866795,E,2.427,-2.074,N
F,41.69758291497348,F,-1.557,-1.371,Y
F,40.08908238095819,F,-0.973,0.214,Y
F,36.156869087295206,E,-0.789,-1.316,N
M,33.96009769924597,E,0.35,-0.557,Y
M,33.88733971866556,F,0.771,0.585,N
F,44.21042991056977,E,-1.652,0.816,Y
F,39.66336189022158,F,-0.683,-1.373,N
M,29.314811347036756,F,1.795,0.169,Y
M,26.405485047904786,E,1.119,0.467,Y
F,48.58858203580724,F,0.324,-0.185,Y
F,48.25471428761036,E,-0.774,0.602,N
F,45.92699193756133,F,-0.543,0.766,Y
F,44.873011311989906,F,0.566,-0.28,Y
F,42.100660083638076,F,-0.588,-0.875,N
F,54.8690726187501,F,-1.184,0.61,N
M,20.435041431039263,F,1.784,-0.671,Y
F,45.36471702153111,E,-0.502,-1.104,N
M,29.180764588941003,F,1.37,1.499,Y
F,43.16077998867193,F,1.089,0.194,Y
M,35.80569635385826,E,1.087,0.682,N
M,32.644157692634096,F,-0.418,0.948,N
F,49.33993109553485,E,0.422,0.089,Y
F,51.10963540774949,E,0.428,-0.339,N
F,42.24896548839275,F,-0.468,1.295,N
F,46.05083904597276,E,0.811,0.244,Y
F,47.92654113567914,E,-1.069,2.054,Y
M,32.906376125632676,E,0.595,-0.015,Y
F,51.445171242670476,F,-0.964,-2.365,Y
F,48.45151970152642,F,0.179,-1.231,Y
M,32.33995556064815,F,1.291,1.406,N
M,32.027358524494915,E,0.846,0.384,Y
M,30.37268755969748,E,0.096,1.311,N
F,42.299400643315266,E,-0.209,-0.385,N
M,33.80954553846413,E,1.404,-1.193,N
M,24.4665108629012,E,1.309,-0.166,N
F,45.53428897850179,E,-1.627,0.086,N
M,27.617519313242813,F,-0.439,-0.253,Y
F,40.547448285260195,F,1.175,-0.293,Y
M,34.14288850727491,F,1.258,-1.497,N
F,51.833849864969835,E,0.126,1.072,N
F,42.97432670113405,E,-1.701,1.568,Y
F,41.50580638533419,E,2.572,2.011,Y
F,43.27659717930313,F,-0.461,-0.091,Y
M,29.095369761240196,E,1.351,-0.495,Y
M,31.028024227022637,F,1.347,0.94,N
F,42.09043964441056,E,-0.062,1.112,N
F,48.12574031766657,F,-0.06,0.46,Y
F,43.31335797811475,F,-1.133,1.239,Y
F,42.83327115545975,F,0.369,-0.067,Y
F,41.83655948041847,E,-0.992,-0.873,Y
M,25.163816754330135,E,1.164,-1.62,Y
F,45.19653967953736,F,-0.387,0.176,N
M,29.81719346631079,E,0.823,-0.083,Y
M,31.983695602724538,E,1.03,0.231,Y
F,51.520176031711856,F,-0.326,-1.018,N
M,29.116301728592457,F,1.094,-0.117,Y
F,43.583268402448006,E,-1.424,-0.882,N
M,30.54012754272539,E,1.312,0.238,Y
M,32.68429162136097,E,1.573,1.029,Y
M,29.854510876126362,F,0.99,-0.831,Y
F,48.541863676510026,F,-0.533,-0.81,N
M,31.220294327088553,F,1.96,1.59,N
F,44.53731711998982,E,-0.487,1.098,N
F,42.31203394628338,E,-0.569,0.31,Y
M,33.75572636297243,E,0.979,-0.47,Y
F,47.62062538298368,F,-1.26,0.567,N
F,43.80210723077845,F,0.382,-0.006,N
F,45.8538044964609,F,-0.273,0.433,Y
M,32.47958011087546,E,2.78,2.616,N
F,48.042457093675154,E,-0.087,-0.543,Y
M,33.44248260275936,F,0.271,-0.596,N
M,25.50706260994192,F,1.532,1.255,Y
F,47.744812639567556,E,-0.051,-0.703,Y
F,48.59557101020909,E,-0.848,-0.011,Y
M,33.62969316989892,E,-0.134,-0.328,Y
M,29.717729558311557,F,0.472,0.48,N
M,31.397895249927814,F,1.071,-0.494,Y
F,46.381464591073836,E,0.97,-0.352,Y
M,29.48876535325304,E,1.187,-1.019,N
M,33.86039892719737,F,2.351,0.114,Y
M,31.013775635440883,E,1.556,0.426,Y
F,40.641789467673995,E,0.186,-0.792,Y
F,43.279892929382115,F,0.133,0.474,Y
F,47.097394280083094,E,0.947,0.695,Y
F,44.150472631846995,E,-0.487,1.005,N
M,26.82566890397813,E,0.999,-1.14,Y
M,29.679067542742036,E,1.601,0.027,Y
F,46.74049614150714,E,-0.621,0.83,N
F,40.60469466084289,E,0.242,-0.758,Y
M,30.003275409491618,E,-0.404,0.017,Y
M,34.97544327101429,E,-0.003,1.692,N
F,46.371001304077154,F,2.051,1.574,Y
F,45.14434831797149,F,-2.197,0.199,Y
M,36.048860945024316,F,0.971,1.131,N
F,53.27178653270006,E,-0.372,0.68,N
M,31.122814752603357,F,1.916,0.371,Y
F,53.55028308319006,E,0.655,-0.783,Y
M,33.21368364672979,F,2.199,-0.813,Y
F,47.07672073395804,F,-0.665,1.048,Y
F,49.65295057651033,F,0.657,0.378,N
F,40.851841782288915,E,-0.027,-0.821,Y
F,48.23055118723,F,1.854,-0.156,N
F,42.14348776810036,F,-1.291,1.626,N
M,29.599641326443237,E,1.239,1.061,N
M,25.448266355090283,E,0.666,-0.373,Y
M,33.996820677082376,E,0.078,-0.571,Y
F,47.399910731276684,E,0.062,-0.322,Y
M,32.75881548814911,E,0.944,0.411,N
M,31.249762974826744,E,1.066,-0.955,N
M,36.95450363933334,E,1.924,0.084,Y
F,43.24057755889392,F,0.458,0.259,Y
M,33.26673078061166,E,1.535,0.786,Y
M,37.231304404651794,F,0.992,-0.036,Y
F,43.087569274871925,F,-0.165,0.414,N
M,35.62653789802928,F,0.165,0.312,Y
F,42.44695239916469,F,-0.22,-0.682,N
F,46.542558425750876,E,0.258,-1.073,Y
F,44.33463994462999,F,0.896,-0.839,N
M,27.781244650837042,E,1.047,1.471,Y
M,34.564432251327695,E,1.626,-0.748,N
F,45.07386569715937,E,0.164,0.105,N
M,31.442938969069736,E,0.1,-1.337,Y
M,28.49738580242527,E,0.317,-0.095,Y
F,46.55190267376754,E,-0.438,-2.078,Y
F,44.5906732700111,F,1.651,-1.396,N
M,31.702093365323954,F,0.578,0.229,Y
F,40.64716912385141,F,-0.292,-1.276,N
F,40.83196192807131,E,0.142,-0.334,N
F,47.08661910187295,E,-1.128,0.089,Y
M,26.910931885526058,F,0.866,0.745,N
M,28.226550744059598,E,-0.005,-1.309,Y
F,47.26937409451085,F,-1.011,2.023,N
F,48.71585169249791,F,-0.804,1.361,Y
F,44.65599512177342,F,1.203,-1.845,N
F,47.722040832937736,F,0.236,-0.568,Y
M,30.074898176663737,E,1.539,0.274,Y
F,40.05099821764776,F,2.433,-0.445,Y
M,27.38673876185801,E,0.824,-1.979,Y
F,45.75153904460136,E,-2.543,-0.067,Y
M,28.982879921162915,E,0.455,-0.489,Y
M,29.804509284030246,E,0.68,-0.675,N
F,46.88009256909767,F,-0.866,-0.718,Y
F,46.019231175012884,E,-0.769,0.209,Y
M,34.534341221882364,F,1.711,-1.456,N
F,39.435416574286,F,1.806,-0.081,N
M,30.16488469105114,E,2.481,1.681,N
M,32.14446317233583,E,1.473,-1.444,Y
F,41.080358283278244,E,0.605,-0.725,Y
M,26.90873010579909,E,0.135,-2.225,Y
M,35.64634109540253,E,1.326,-0.85,N
M,31.50344237032386,E,0.499,-0.129,N
M,33.38876808638873,E,2.338,-0.445,Y
F,44.709209420142415,E,-0.085,-1.472,Y
M,33.21674409427834,F,-0.542,0.945,N
F,43.82696339746254,F,1.703,0.549,Y
M,30.371686905725145,E,1.099,-0.005,N
F,46.11440328291499,F,-0.439,0.474,Y
F,44.73699077553544,E,0.059,-0.637,Y
F,40.28287999019527,F,1.526,-1.694,Y
F,44.840621833321954,F,-0.246,-0.726,N
M,27.913142046977427,E,0.013,0.157,N
F,44.106121843416155,E,-0.807,-0.655,N
F,50.37787098622595,E,0.458,1.891,N
F,43.002342131618896,E,-0.069,1.065,Y
M,28.94520290576108,E,0.616,0.432,N
F,39.084523581104875,E,0.575,0.802,N
F,46.39730244094256,F,1.95,-0.565,Y
F,42.014418899315125,E,-0.94,2.677,Y
M,28.803633469014045,F,1.748,0.197,Y
F,41.86051659870767,F,0.728,-1.05,Y
F,43.878284939597705,F,-0.472,2.229,N
M,28.029717904501325,E,1.509,-0.658,Y
F,45.63629660809057,F,0.726,-1.517,N
M,28.540450152244137,F,0.828,-0.383,Y
M,31.967410736017413,F,0.736,0.066,Y
F,44.20587370846884,F,0.827,-0.013,N
M,25.57017666173549,E,1.351,-0.029,Y
F,45.99713233569513,F,-1.862,0.827,N
F,44.580076897209516,F,-0.103,-1.233,Y
F,38.89475480046013,F,1.16,-0.168,N
F,45.91340157877867,F,-0.412,1.026,N
F,44.51529051795442,E,-1.203,2.076,Y
M,27.64990830951094,E,1.493,2.691,Y
M,31.231360725810788,E,-0.73,-0.32,Y
M,31.582355412455353,F,-0.205,-1.992,Y
F,46.766841111344036,F,1.312,1.351,Y
M,27.784615235199684,E,0.614,0.486,Y
F,43.371243004877456,F,1.176,0.499,Y
F,47.03514206912527,F,-0.001,-0.094,N
F,46.027367084542384,F,0.173,-0.196,N
F,42.374045495945005,E,0.5,-1.871,Y
F,42.959791752088336,F,1.219,0.53,N
M,25.056215030121983,E,1.047,-0.253,Y
F,46.40304602891091,F,1.312,-0.785,N
M,28.15491585710798,E,-0.126,1.889,N
M,34.451981522799805,E,-0.339,-0.19,N
F,48.05504701337738,F,-1.569,-1.055,Y
M,29.106632626602877,E,1.499,-0.917,N
M,20.675547708804515,F,0.962,2.448,Y
M,31.462583522947455,F,0.711,0.086,Y
F,45.96861185771504,F,0.542,-1.198,Y
M,28.523590194456087,E,0.801,-0.403,Y
F,42.23857917498314,F,1.238,-0.371,Y
F,43.99500095983679,F,1.846,1.312,N
M,34.16051509429902,E,-0.41,-1.934,Y
M,33.71030471899734,E,2.368,-0.24,Y
M,30.043970368048452,F,1.155,0.74,N
M,27.55467451273709,F,1.198,-0.7,Y
M,35.10848608552043,E,0.513,0.279,N
M,27.66624464116347,E,-0.027,0.147,Y
F,45.65311732839283,F,0.76,1.703,N
M,26.98211036236908,E,1.985,0.45,Y
M,32.54262543568652,F,0.712,0.614,Y
F,43.675920188019234,E,1.274,1.887,Y
M,34.143021689242175,E,1.514,0.178,N
F,44.822097480731365,F,-1.191,0.504,Y
F,48.28782985514553,F,-1.79,-0.859,Y
F,47.55744905254126,F,-0.784,-0.912,N
M,33.281487622812215,E,1.035,0.952,Y
M,31.962925407021967,E,1.824,-0.481,N
F,44.883715239490314,E,1.214,1.014,N
M,30.326568558890624,F,1.386,0.528,Y
M,27.57638042068937,F,1.077,-0.441,N
F,47.46017881194627,F,-0.729,1.257,N
M,24.562717936333193,F,0.734,-1.201,Y
M,26.849685270011197,E,0.971,-1.217,Y
F,43.5453830363251,F,0.018,0.318,N
F,41.60446820532827,E,-0.385,2.306,N
M,31.55723347576669,F,0.754,0.016,Y
F,46.60105884165343,E,0.457,-1.004,Y
M,22.485461707022786,E,0.44,0.849,N
M,31.02988548506335,E,0.626,0.81,N
F,48.25558078920892,F,-1.618,-0.396,N
F,41.53301038721817,F,-1.375,2.257,Y
M,33.32322707802297,F,0.479,-0.84,N
M,36.99845129783906,E,1.173,-0.029,Y
F,44.04478947521358,E,-0.591,-0.805,Y
F,46.03746496366534,E,0.071,0.111,N
F,44.95492788034628,E,1.316,0.171,N
F,45.234380189013045,F,0.896,-0.303,N
F,46.02235692051969,F,0.746,0.906,Y
F,50.853722398817126,E,0.592,0.495,N
F,44.70521989787716,F,-0.851,1.581,Y
M,29.447490454509,F,1.828,1.15,Y
M,23.74692280007196,F,0.93,1.789,N
F,47.59711330350362,F,-0.79,1.699,N
M,34.33546741214169,F,0.417,-1.284,N
M,34.11638044442881,E,1.479,-1.426,Y
M,31.64868985282594,F,1.441,1.953,N
M,24.152410989316692,F,-0.21,1.493,N
M,22.827284092178175,F,1.786,-1.081,N
F,47.44569135091965,E,0.398,0.916,Y
F,45.691750387594105,E,-0.307,2.189,N
M,34.27393615586098,E,1.67,0.481,N
F,43.10932778218162,E,1.087,-1.237,N
F,44.411660896362164,E,0.043,-2.375,Y
F,47.45107137790213,E,-0.238,-0.538,Y
M,26.327255293075268,F,1.798,-1.471,Y
M,31.628793996383227,F,1.113,-0.913,Y
M,22.690345960666683,F,0.433,0.084,Y
F,41.21598328704406,F,-0.033,-1.888,N
F,45.569820914220784,F,0.917,0.634,N
F,45.86214361017436,F,1.889,-1.249,N
F,44.46485065940198,F,-0.555,1.155,Y
M,28.11776135881884,E,1.142,0.97,N
F,45.001656126933945,E,-0.14,-0.154,Y
F,46.92532609857944,E,0.753,0.081,Y
M,28.849261281363543,E,0.491,0.143,N
M,23.005336472423124,F,1.083,-1.207,Y
F,43.07495161355901,E,-0.996,-0.215,Y
F,47.816641057808766,E,-0.062,2.236,Y
M,27.5482738200793,E,1.611,-0.771,N
M,30.622762488280507,F,0.073,0.128,N
F,46.33039073725203,F,1.06,-1.66,Y
M,27.365562455338992,F,1.247,0.214,Y
F,45.15301791155287,E,1.039,0.241,Y
F,51.18222369078379,F,-0.121,1.563,N
F,39.832240728774096,E,-1.23,-0.116,Y
F,45.466199236061634,F,-0.399,0.999,Y
M,31.150163889353287,F,1.444,-0.88,N
F,48.00795735025,E,-0.739,-0.584,Y
F,41.50494840436605,F,-1.322,0.341,Y
M,26.85227639361753,E,0.416,0.101,Y
M,25.298931057246563,E,-0.009,-0.071,Y
M,29.07503580022389,F,0.925,0.02,Y
M,29.760723872569887,F,1.086,0.407,Y
F,47.639535495700166,F,-1.187,1.356,Y
F,44.928614383826634,E,1.249,-0.27,Y
F,38.40962204694486,F,-0.618,-0.935,Y
M,31.565180870489144,F,-0.263,-1.373,N
F,43.79363111909753,F,-1.065,1.343,N
F,48.67245119970075,F,1.651,0.515,N
M,28.939237032569217,F,0.942,-0.765,Y
M,26.825249650980407,F,-0.207,-0.746,Y
F,41.33180605845425,E,2.975,-3.127,Y
F,52.98949484657405,E,0.702,-0.008,Y
M,28.990792933132358,F,0.595,-0.862,Y
F,46.228341003859526,F,-1.424,-0.978,Y
F,45.32670908169197,F,-0.457,-0.465,N
M,34.53166914841712,E,0.241,0.143,Y
F,44.949914251808124,F,-1.454,0.879,N
F,43.275832742136075,F,0.122,0.083,Y
M,29.653465982210236,E,0.079,-0.688,Y
M,27.674865617034875,F,-0.214,0.915,N
M,27.08215486401359,F,1.114,-0.453,Y
F,45.244896345279145,E,-0.038,-0.311,Y
M,30.301375444484144,E,0.59,0.107,Y
F,43.82129559439563,E,-0.832,-1.199,Y
M,26.63261518487607,F,1.22,-0.618,Y
M,29.06235242175745,E,1.22,-0.927,Y
M,32.550063044337264,F,1.12,-0.208,Y
F,47.73230858099322,F,-0.738,-0.437,N
M,33.35670602073355,E,1.104,1.2,Y
M,28.503401231853914,F,0.942,0.138,Y
M,26.92171522443352,F,1.959,0.24,Y
F,43.60564792460192,F,0.134,0.483,Y
F,43.44819201165063,F,-0.663,0.615,Y
M,28.65279938009633,F,0.971,-0.666,N
M,28.983577220386927,E,0.079,0.824,Y
F,40.986229224651474,F,-1.037,-0.502,Y
M,27.835896380035976,E,1.374,0.905,N
F,41.69531515143739,E,-0.502,1.027,Y
M,32.93079625394895,E,0.255,-0.084,Y
M,33.17596741210552,F,0.188,0.293,N
M,23.85453818462491,E,1.138,1.453,Y
F,44.609586662253584,F,0.317,-0.523,Y
M,29.886558599053508,E,0.281,-0.631,Y
F,41.59139000534566,E,0.519,0.745,N
M,32.66592146969605,F,1.075,-0.637,N
M,24.84618052605673,E,0.473,-0.246,N
M,31.47744798861959,E,1.347,1.134,N
M,30.411937687779915,F,0.292,-0.965,Y
F,40.87380369485896,F,0.353,-0.503,Y
F,47.26612456253068,F,-0.075,0.229,Y
F,43.60688770427621,E,1.08,-0.43,Y
F,39.764440121326686,E,2.029,-1.457,Y
F,42.61600028950083,F,0.484,-1.091,N
F,42.453104700864,E,1.868,-0.644,Y
F,50.50178292692715,F,-0.583,0.968,N
F,47.678628132352806,F,0.727,-0.704,Y
F,41.73633779636265,F,0.094,0.019,N
M,32.055034662639905,E,1.651,-0.891,Y
F,46.93800251506909,E,-0.462,0.987,N
M,29.336684725353628,E,1.243,-0.269,Y
M,35.46074449408091,E,1.723,0.258,Y
M,28.629327271255256,E,0.042,-1.94,N
M,26.908894254057955,F,1.84,-0.677,Y
M,30.054816475588023,F,0.92,-0.909,Y
F,42.30575575877948,F,-1.12,-0.03,Y
M,29.13455509024401,E,1.862,0.22,Y
M,33.73869151577442,E,0.647,0.857,Y
M,27.619077971119005,E,0.356,0.738,N
M,34.091311366137354,F,1.781,-0.52,Y
F,43.62690150181931,F,1.006,-0.736,N
M,28.487342499133423,E,2.103,0.698,N
F,44.56757875728572,F,0.672,1.989,Y
F,48.68369607476516,F,-1.378,-0.289,N
M,25.69699778458144,E,1.458,-1.914,Y
F,41.12685119810618,E,0.269,-0.978,Y
M,31.60091031638786,E,0.856,0.739,Y
F,43.89263092494384,F,0.546,0.342,Y
M,22.444542556316716,F,0.977,-0.173,Y
M,28.87641855864158,E,0.833,0.433,N
F,45.248489039320205,F,-1.026,0.145,Y
M,28.51862738337534,E,0.767,-1.22,Y
F,42.11015867724019,E,-1.647,-1.404,Y
F,42.62325929122301,E,0.041,1.1,N
F,46.23659817228369,F,0.323,0.119,Y
M,35.8923477943884,E,1.077,0.647,Y
F,45.31110130809811,E,-1.068,1.08,Y
F,43.25138644015955,E,-1.302,-0.161,Y
F,42.40927378469085,F,-0.15,0.495,N
M,30.038986314962578,F,0.251,-0.039,N
F,47.86234706946111,E,-0.372,-1.147,N
M,28.32510119873868,E,0.159,0.969,Y
F,46.95863977125777,E,0.229,-0.678,N
M,27.60446248792534,E,1.212,1.509,Y
F,42.91649289051367,F,0.455,-0.139,Y
F,49.579915871154626,E,-0.552,-0.282,Y
M,30.5706386111342,E,1.055,-0.134,Y
M,29.693402511289865,E,0.926,-0.129,Y
F,42.29259132148834,E,1.254,0.162,Y
M,29.482511250749468,E,-0.883,-0.182,N
F,47.5294721800868,E,-0.518,1.169,N
M,31.445691488706576,E,-0.282,0.803,N
M,29.849352694676725,E,1.097,-0.574,N
F,40.438076384366674,F,0.072,2.007,Y
F,44.44904023269793,F,-0.711,-0.132,N
M,28.344920798357183,F,1.544,-0.497,Y
F,47.49306338024738,F,0.324,-0.476,N
F,46.21816921451053,E,0.802,0.994,N
M,30.97749989870622,F,0.817,-0.621,N
F,46.717317358674464,F,-1.365,-0.698,N
M,31.49807809074301,F,1.559,-1.594,N
M,26.547654905328322,F,0.947,0.321,Y
F,41.55270040367545,F,-0.041,-2.155,N
F,46.28708244203881,F,-1.598,1.214,Y
F,42.1272064190083,F,-0.908,0.906,N
M,27.559359603695157,E,0.367,-0.374,Y
M,30.06082926613762,E,1.518,-1.695,Y
M,32.8655298538735,E,2.906,0.897,Y
F,46.62109556994596,F,-0.873,0.939,N
F,40.58298459113987,F,-0.477,0.909,N
M,32.45851124413455,E,1.914,-0.569,Y
F,46.700310620288676,E,-0.853,-0.529,Y
M,30.35157104539275,E,1.161,1.209,Y
M,27.252872727819117,E,1.601,-0.834,Y
M,27.89775894278848,F,1.577,0.569,Y
F,44.750753881735115,F,0.305,-0.816,Y
F,44.071072132669954,E,0.158,-0.27,Y
F,38.756842449941146,E,-1.295,-0.83,Y
M,33.01317782116743,E,0.823,-0.772,Y
M,27.979039504594986,F,1.901,-1.336,N
M,34.0183888556529,E,0.487,-2.014,Y
M,27.88686808001273,F,0.814,-0.732,Y
M,31.491114693069395,F,0.103,-0.521,N
M,23.377353748187936,E,1.675,0.447,Y
F,50.663193274897395,E,-1.998,1.397,N
F,45.65590380650458,E,-0.941,-0.032,N
